account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,mrr_amount,arr_amount,current_plan,current_seats,billing_frequency,auto_renew_flag,end_date,total_subscriptions,total_upgrades,total_downgrades,usage_count_90d,errors_90d,active_days_90d,usage_count_prior_90d,tickets_90d,avg_resolution_hrs,escalations_90d,avg_csat,high_priority_tickets_90d,last_churn_date,last_reason_code,total_churn_events,tenure_days,usage_trend_pct,tickets_per_seat_90d,s_usage,s_engage,s_support,s_tenure,s_commercial,health_score,health_bucket
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,1083,12996,Basic,57,annual,True,,5,0,1,27.0,2.0,2.0,35.0,0.0,,0.0,,0.0,2024-11-10,features,3.0,284,-22.857142857142858,,25,15,100.0,60,40.0,50.8,Yellow
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,1519,18228,Pro,31,annual,True,,12,1,2,89.0,0.0,7.0,111.0,0.0,,0.0,,0.0,2024-12-26,unknown,1.0,44,-19.81981981981982,,50,15,100.0,35,60.0,55.2,Yellow
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,0,0,Enterprise,22,annual,True,,13,1,1,48.0,1.0,5.0,78.0,1.0,14.0,0.0,5.0,1.0,,,0.0,392,-38.46153846153847,0.045454545454545456,25,15,95.0,70,60.0,53.5,Yellow
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,1715,20580,Pro,35,annual,True,,8,2,0,84.0,3.0,8.0,55.0,2.0,50.5,0.0,4.5,2.0,,,0.0,423,52.72727272727272,0.05714285714285714,100,15,80.0,85,80.0,77.2,Green
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,2587,31044,Enterprise,13,monthly,True,,13,1,2,76.0,0.0,7.0,72.0,0.0,,0.0,,0.0,,,0.0,318,5.555555555555555,,80,15,100.0,45,80.0,68.2,Yellow
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,0,0,Enterprise,1,monthly,False,,7,2,0,54.0,1.0,4.0,42.0,0.0,,0.0,,0.0,,,0.0,50,28.57142857142857,,100,15,100.0,50,70.0,74.2,Yellow
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,995,11940,Enterprise,5,monthly,True,,9,0,0,54.0,2.0,6.0,19.0,0.0,,0.0,,0.0,,,0.0,148,184.21052631578948,,100,15,100.0,65,60.0,76.2,Green
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,11144,133728,Enterprise,56,annual,False,,12,0,1,150.0,9.0,11.0,40.0,2.0,35.0,0.0,4.0,0.0,,,0.0,437,275.0,0.03571428571428571,100,40,100.0,55,70.0,79.0,Green
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,551,6612,Basic,29,monthly,True,,10,2,0,46.0,5.0,4.0,68.0,2.0,52.0,0.0,5.0,0.0,2024-12-31,unknown,4.0,60,-32.35294117647059,0.06896551724137931,25,15,100.0,65,60.0,53.8,Yellow
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,380,4560,Basic,20,monthly,False,2024-12-25,14,1,1,92.0,4.0,7.0,88.0,1.0,24.0,0.0,4.0,1.0,,,0.0,512,4.545454545454546,0.05,80,15,95.0,55,60.0,67.0,Yellow
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,833,9996,Pro,17,monthly,True,,11,1,0,64.0,4.0,6.0,85.0,0.0,,0.0,,0.0,2024-11-29,features,3.0,644,-24.705882352941178,,25,15,100.0,85,50.0,56.8,Yellow
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,True,0,0,Pro,13,monthly,True,,7,0,0,78.0,4.0,7.0,32.0,0.0,,0.0,,0.0,2024-06-17,support,1.0,635,143.75,,100,15,100.0,85,40.0,78.2,Green
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,1225,14700,Pro,25,annual,False,,12,2,0,87.0,2.0,6.0,81.0,2.0,61.5,0.0,5.0,1.0,2023-08-24,support,1.0,580,7.4074074074074066,0.08,80,15,90.0,70,70.0,69.8,Yellow
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,665,7980,Basic,35,annual,False,,12,2,0,103.0,9.0,9.0,83.0,1.0,1.0,0.0,4.0,1.0,2023-05-25,features,2.0,656,24.096385542168676,0.02857142857142857,100,15,95.0,70,60.0,76.0,Green
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,209,2508,Basic,11,annual,True,,9,1,1,45.0,5.0,5.0,32.0,0.0,,0.0,,0.0,,,0.0,17,40.625,,100,15,100.0,50,60.0,73.2,Yellow
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,4975,59700,Enterprise,25,annual,True,2024-12-30,15,3,2,66.0,2.0,6.0,137.0,0.0,,0.0,,0.0,2024-12-22,pricing,1.0,59,-51.82481751824818,,0,15,100.0,35,80.0,42.2,Red
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,1159,13908,Basic,61,monthly,True,2024-12-27,10,0,0,32.0,2.0,4.0,35.0,0.0,,0.0,,0.0,2024-03-30,features,1.0,506,-8.571428571428571,,50,15,100.0,85,50.0,64.2,Yellow
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,3582,42984,Enterprise,18,monthly,True,,8,3,0,17.0,0.0,2.0,41.0,0.0,,0.0,,0.0,2023-12-29,support,2.0,679,-58.536585365853654,,0,15,100.0,85,70.0,51.2,Yellow
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,1791,21492,Enterprise,9,annual,True,,11,1,0,33.0,0.0,4.0,77.0,0.0,,0.0,,0.0,2024-10-22,competitor,4.0,594,-57.14285714285714,,0,15,100.0,85,50.0,49.2,Red
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,1026,12312,Basic,54,annual,False,,8,2,0,24.0,1.0,3.0,43.0,1.0,3.0,0.0,3.0,0.0,2024-12-29,budget,3.0,406,-44.18604651162791,0.018518518518518517,25,15,95.0,70,60.0,53.5,Yellow
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,1862,22344,Pro,38,annual,True,,6,0,0,36.0,2.0,4.0,30.0,0.0,,0.0,,0.0,,,0.0,169,20.0,,100,15,100.0,65,60.0,76.2,Green
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,1990,23880,Enterprise,10,monthly,True,,8,2,1,33.0,0.0,3.0,25.0,1.0,45.0,0.0,5.0,1.0,2024-04-07,budget,3.0,465,32.0,0.1,100,15,95.0,70,60.0,76.0,Green
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,3582,42984,Enterprise,18,monthly,True,,9,0,0,97.0,5.0,9.0,50.0,1.0,59.0,0.0,5.0,0.0,,,0.0,234,94.0,0.05555555555555555,100,15,100.0,75,70.0,79.2,Green
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,6766,81192,Enterprise,34,annual,True,,9,2,0,18.0,3.0,3.0,157.0,1.0,5.0,0.0,,0.0,2024-10-19,features,1.0,438,-88.53503184713377,0.029411764705882353,0,15,95.0,85,80.0,51.0,Yellow
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,171,2052,Basic,9,monthly,True,,6,0,1,79.0,9.0,7.0,48.0,0.0,,0.0,,0.0,,,0.0,648,64.58333333333334,,100,15,100.0,70,50.0,76.2,Green
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,0,0,Pro,38,annual,True,,11,4,1,91.0,3.0,10.0,41.0,0.0,,0.0,,0.0,,,0.0,574,121.95121951219512,,100,40,100.0,70,70.0,82.0,Green
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,490,5880,Pro,10,annual,False,,7,1,1,66.0,10.0,7.0,42.0,0.0,,0.0,,0.0,2024-10-04,pricing,1.0,175,57.14285714285714,,100,15,100.0,35,50.0,69.2,Yellow
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,3383,40596,Enterprise,17,monthly,True,,9,2,0,51.0,5.0,5.0,49.0,1.0,52.0,0.0,,1.0,,,0.0,332,4.081632653061225,0.058823529411764705,80,15,85.0,75,90.0,71.5,Yellow
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,171,2052,Basic,9,annual,True,2024-12-03,12,0,1,65.0,4.0,5.0,71.0,0.0,,0.0,,0.0,2024-12-02,budget,2.0,341,-8.450704225352112,,50,15,100.0,60,30.0,57.2,Yellow
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,3184,38208,Enterprise,16,annual,True,,9,1,0,60.0,4.0,7.0,58.0,0.0,,0.0,,0.0,,,0.0,331,3.4482758620689653,,80,15,100.0,75,80.0,74.2,Yellow
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,3136,37632,Pro,64,monthly,True,,9,2,0,46.0,1.0,5.0,76.0,0.0,,0.0,,0.0,2024-09-12,support,5.0,505,-39.473684210526315,,25,15,100.0,85,70.0,58.8,Yellow
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,735,8820,Pro,15,annual,True,,14,3,1,51.0,4.0,5.0,88.0,0.0,,0.0,,0.0,2023-05-03,pricing,1.0,701,-42.04545454545455,,25,15,100.0,70,70.0,55.8,Yellow
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,684,8208,Basic,36,annual,True,2024-12-13,10,0,1,116.0,6.0,11.0,67.0,0.0,,0.0,,0.0,2024-09-11,support,3.0,561,73.13432835820896,,100,40,100.0,70,40.0,79.0,Green
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,5970,71640,Enterprise,30,annual,True,,15,0,2,147.0,10.0,11.0,105.0,0.0,,0.0,,0.0,2024-07-10,budget,1.0,703,40.0,,100,40,100.0,55,60.0,78.0,Green
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,0,0,Enterprise,33,monthly,False,,10,0,0,62.0,3.0,6.0,62.0,0.0,,0.0,,0.0,,,0.0,72,0.0,,80,15,100.0,50,50.0,66.2,Yellow
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,1470,17640,Pro,30,annual,True,,11,1,0,61.0,6.0,5.0,54.0,0.0,,0.0,,0.0,,,0.0,679,12.962962962962962,,80,15,100.0,85,70.0,75.2,Green
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,1862,22344,Pro,38,annual,True,,6,1,0,44.0,6.0,4.0,18.0,0.0,,0.0,,0.0,2024-07-27,unknown,2.0,396,144.44444444444443,,100,15,100.0,85,50.0,79.2,Green
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,646,7752,Basic,34,annual,True,,16,2,0,38.0,8.0,4.0,103.0,0.0,,0.0,,0.0,2024-12-14,competitor,3.0,299,-63.10679611650486,,0,15,100.0,75,60.0,48.2,Red
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,18507,222084,Enterprise,93,annual,True,,8,0,0,42.0,4.0,4.0,27.0,0.0,,0.0,,0.0,,,0.0,178,55.55555555555556,,100,15,100.0,65,70.0,77.2,Green
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,0,0,Enterprise,29,annual,True,,3,0,0,21.0,3.0,2.0,26.0,0.0,,0.0,,0.0,,,0.0,65,-19.230769230769234,,50,15,100.0,65,50.0,60.2,Yellow
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,0,0,Basic,39,annual,True,,6,1,1,27.0,0.0,4.0,13.0,0.0,,0.0,,0.0,2024-12-14,competitor,4.0,477,107.6923076923077,,100,15,100.0,70,40.0,75.2,Green
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,1372,16464,Pro,28,annual,True,,15,0,0,154.0,10.0,17.0,178.0,2.0,20.0,0.0,5.0,1.0,2024-10-08,competitor,2.0,486,-13.48314606741573,0.07142857142857142,50,40,90.0,85,40.0,64.5,Yellow
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,4975,59700,Enterprise,25,monthly,True,,7,0,0,45.0,2.0,5.0,31.0,0.0,,0.0,,0.0,2024-09-22,budget,2.0,507,45.16129032258064,,100,15,100.0,85,50.0,79.2,Green
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,2205,26460,Pro,45,annual,True,2024-12-17,5,0,1,15.0,0.0,2.0,41.0,1.0,49.0,0.0,4.0,0.0,2024-11-14,pricing,3.0,110,-63.41463414634146,0.022222222222222223,0,15,100.0,50,50.0,42.2,Red
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,2303,27636,Pro,47,monthly,True,,11,1,0,82.0,7.0,9.0,76.0,1.0,39.0,1.0,5.0,0.0,2024-03-23,features,2.0,412,7.894736842105263,0.02127659574468085,80,15,90.0,85,60.0,71.8,Yellow
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,0,0,Enterprise,82,annual,True,,6,0,1,25.0,2.0,3.0,45.0,0.0,,0.0,,0.0,,,0.0,37,-44.44444444444444,,25,15,100.0,50,50.0,49.8,Red
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,0,0,Pro,19,annual,True,,13,3,2,60.0,0.0,6.0,103.0,0.0,,0.0,,0.0,2024-11-03,competitor,2.0,124,-41.74757281553398,,25,15,100.0,35,50.0,46.8,Red
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,343,4116,Pro,7,monthly,True,,10,1,1,105.0,5.0,10.0,67.0,1.0,34.0,1.0,,1.0,2024-12-19,features,2.0,116,56.71641791044776,0.14285714285714285,100,40,70.0,50,40.0,67.5,Yellow
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,6169,74028,Enterprise,31,annual,True,,15,0,2,129.0,12.0,14.0,70.0,0.0,,0.0,,0.0,,,0.0,375,84.28571428571429,,100,40,100.0,55,70.0,79.0,Green
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,2985,35820,Enterprise,15,monthly,True,,12,1,2,84.0,2.0,8.0,86.0,0.0,,0.0,,0.0,,,0.0,212,-2.3255813953488373,,50,15,100.0,45,80.0,59.2,Yellow
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,0,0,Enterprise,15,annual,False,,9,1,0,64.0,6.0,7.0,110.0,1.0,10.0,0.0,3.0,1.0,,,0.0,622,-41.81818181818181,0.06666666666666667,25,15,85.0,70,60.0,51.0,Yellow
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,2388,28656,Enterprise,12,monthly,True,,11,2,0,85.0,15.0,8.0,153.0,0.0,,0.0,,0.0,2024-07-12,competitor,2.0,574,-44.44444444444444,,25,15,100.0,85,70.0,58.8,Yellow
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,0,0,Enterprise,19,monthly,True,,9,2,1,99.0,3.0,9.0,76.0,0.0,,0.0,,0.0,,,0.0,454,30.263157894736842,,100,15,100.0,70,70.0,78.2,Green
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,456,5472,Basic,24,monthly,True,,12,0,1,41.0,5.0,4.0,32.0,0.0,,0.0,,0.0,2024-12-01,features,2.0,254,28.125,,100,15,100.0,60,30.0,72.2,Yellow
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,456,5472,Basic,24,monthly,True,,5,0,1,48.0,1.0,4.0,35.0,0.0,,0.0,,0.0,2024-10-18,competitor,2.0,400,37.142857142857146,,100,15,100.0,70,30.0,74.2,Yellow
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,0,0,Enterprise,86,monthly,True,,7,0,0,47.0,3.0,4.0,11.0,0.0,,0.0,,0.0,2024-08-30,unknown,1.0,269,327.2727272727273,,100,15,100.0,75,40.0,76.2,Green
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,1617,19404,Pro,33,monthly,True,,8,1,1,46.0,2.0,4.0,48.0,2.0,27.5,0.0,4.0,1.0,2024-12-06,unknown,1.0,46,-4.166666666666666,0.06060606060606061,50,15,90.0,50,60.0,55.8,Yellow
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,0,0,Basic,30,monthly,True,,7,0,0,21.0,0.0,2.0,25.0,0.0,,0.0,,0.0,2024-12-12,unknown,2.0,544,-16.0,,50,15,100.0,85,30.0,62.2,Yellow
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,5970,71640,Enterprise,30,annual,True,,8,2,0,32.0,0.0,3.0,46.0,0.0,,0.0,,0.0,2024-12-12,competitor,4.0,444,-30.434782608695656,,25,15,100.0,85,70.0,58.8,Yellow
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,2352,28224,Pro,48,annual,True,,12,1,0,75.0,3.0,9.0,102.0,0.0,,0.0,,0.0,2024-06-04,support,1.0,720,-26.47058823529412,,25,15,100.0,85,70.0,58.8,Yellow
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,1274,15288,Pro,26,monthly,True,,6,1,0,18.0,0.0,2.0,11.0,1.0,20.0,0.0,,1.0,2024-11-18,features,2.0,314,63.63636363636363,0.038461538461538464,100,15,85.0,75,50.0,73.5,Yellow
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,398,4776,Enterprise,2,annual,False,,10,1,2,94.0,5.0,9.0,47.0,0.0,,0.0,,0.0,,,0.0,243,100.0,,100,15,100.0,30,60.0,69.2,Yellow
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,5373,64476,Enterprise,27,annual,True,,13,1,3,57.0,1.0,5.0,106.0,1.0,15.0,0.0,4.0,0.0,2024-03-17,budget,1.0,429,-46.22641509433962,0.037037037037037035,25,15,100.0,55,70.0,52.8,Yellow
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,0,0,Enterprise,63,annual,True,,15,2,0,60.0,2.0,6.0,120.0,1.0,32.0,0.0,4.0,0.0,2024-12-23,features,3.0,51,-50.0,0.015873015873015872,25,15,100.0,65,50.0,52.8,Yellow
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,95,1140,Basic,5,annual,True,,3,0,0,9.0,0.0,1.0,33.0,0.0,,0.0,,0.0,2024-12-25,features,2.0,378,-72.72727272727273,,0,15,100.0,85,30.0,47.2,Red
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,13930,167160,Enterprise,70,monthly,False,,9,2,1,93.0,3.0,8.0,46.0,0.0,,0.0,,0.0,2024-03-02,support,1.0,370,102.17391304347827,,100,15,100.0,55,80.0,76.2,Green
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,2985,35820,Enterprise,15,annual,True,,12,3,2,114.0,13.0,11.0,68.0,0.0,,0.0,,0.0,,,0.0,607,67.64705882352942,,100,40,100.0,55,90.0,81.0,Green
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,784,9408,Pro,16,annual,True,,11,1,0,88.0,4.0,9.0,56.0,1.0,43.0,0.0,,0.0,,,0.0,541,57.14285714285714,0.0625,100,15,95.0,85,70.0,80.0,Green
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,361,4332,Basic,19,annual,True,,11,1,0,65.0,5.0,7.0,115.0,0.0,,0.0,,0.0,,,0.0,127,-43.47826086956522,,25,15,100.0,65,60.0,53.8,Yellow
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,0,0,Basic,19,monthly,True,,6,1,0,50.0,4.0,5.0,40.0,0.0,,0.0,,0.0,,,0.0,427,25.0,,100,15,100.0,85,60.0,80.2,Green
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,266,3192,Basic,14,annual,True,,11,0,0,39.0,2.0,4.0,54.0,0.0,,0.0,,0.0,,,0.0,5,-27.77777777777778,,25,15,100.0,65,50.0,52.8,Yellow
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,836,10032,Basic,44,annual,False,2024-12-29,12,1,0,57.0,2.0,7.0,17.0,0.0,,0.0,,0.0,,,0.0,164,235.29411764705884,,100,15,100.0,50,70.0,74.2,Yellow
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,1791,21492,Enterprise,9,monthly,True,,10,0,0,89.0,1.0,10.0,14.0,0.0,,0.0,,0.0,,,0.0,228,535.7142857142857,,100,40,100.0,75,60.0,82.0,Green
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,3781,45372,Enterprise,19,annual,True,2024-12-31,9,2,0,49.0,1.0,6.0,25.0,0.0,,0.0,,0.0,,,0.0,250,96.0,,100,15,100.0,75,90.0,81.2,Green
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,3577,42924,Pro,73,annual,False,,15,3,0,115.0,14.0,10.0,92.0,1.0,5.0,0.0,5.0,1.0,2024-08-07,competitor,1.0,472,25.0,0.0136986301369863,100,40,95.0,70,80.0,81.8,Green
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,735,8820,Pro,15,annual,True,,13,3,0,84.0,3.0,9.0,125.0,0.0,,0.0,,0.0,2024-07-16,pricing,1.0,227,-32.800000000000004,,25,15,100.0,75,70.0,56.8,Yellow
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,6169,74028,Enterprise,31,monthly,True,,7,0,0,92.0,1.0,8.0,53.0,0.0,,0.0,,0.0,2024-09-09,budget,1.0,578,73.58490566037736,,100,15,100.0,85,60.0,80.2,Green
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,6766,81192,Enterprise,34,annual,True,,10,2,0,97.0,9.0,10.0,81.0,0.0,,0.0,,0.0,2024-12-07,features,1.0,609,19.753086419753085,,80,40,100.0,85,80.0,80.0,Green
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,931,11172,Pro,19,annual,False,,10,4,1,91.0,4.0,9.0,90.0,1.0,27.0,0.0,,0.0,2024-10-09,pricing,1.0,97,1.1111111111111112,0.05263157894736842,80,15,95.0,35,70.0,64.0,Yellow
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,7960,95520,Enterprise,40,monthly,False,,10,0,0,60.0,3.0,5.0,37.0,2.0,26.5,0.0,5.0,1.0,2024-08-11,features,3.0,277,62.16216216216216,0.05,100,15,90.0,60,50.0,71.8,Yellow
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,441,5292,Pro,9,monthly,False,,11,0,3,123.0,7.0,12.0,81.0,0.0,,0.0,,0.0,2024-11-13,pricing,2.0,148,51.85185185185185,,100,40,100.0,20,30.0,68.0,Yellow
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,779,9348,Basic,41,annual,True,2024-12-31,10,1,1,50.0,0.0,5.0,33.0,1.0,64.0,0.0,3.0,1.0,2024-12-20,support,2.0,90,51.515151515151516,0.024390243902439025,100,15,85.0,50,50.0,68.5,Yellow
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,1330,15960,Basic,70,annual,True,,12,0,0,96.0,6.0,8.0,87.0,2.0,51.0,0.0,,1.0,2023-12-23,support,1.0,485,10.344827586206897,0.02857142857142857,80,15,80.0,85,50.0,68.2,Yellow
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,5572,66864,Enterprise,28,annual,True,,6,0,0,13.0,0.0,1.0,16.0,2.0,32.0,0.0,,1.0,2024-07-29,unknown,2.0,312,-18.75,0.07142857142857142,50,15,80.0,75,50.0,57.2,Yellow
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,247,2964,Basic,13,monthly,True,,11,1,1,9.0,0.0,1.0,72.0,1.0,43.0,1.0,5.0,0.0,2023-03-11,unknown,1.0,697,-87.5,0.07692307692307693,0,15,90.0,70,50.0,43.8,Red
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,32437,389244,Enterprise,163,monthly,True,,7,1,0,57.0,7.0,5.0,28.0,0.0,,0.0,,0.0,2024-08-26,pricing,2.0,266,103.57142857142858,,100,15,100.0,75,60.0,78.2,Green
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,722,8664,Basic,38,annual,True,2024-12-28,15,0,2,62.0,0.0,5.0,89.0,0.0,,0.0,,0.0,,,0.0,127,-30.337078651685395,,25,15,100.0,35,60.0,47.8,Red
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,1127,13524,Pro,23,annual,True,,7,0,0,58.0,2.0,6.0,70.0,0.0,,0.0,,0.0,,,0.0,67,-17.142857142857142,,50,15,100.0,65,60.0,61.2,Yellow
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,12139,145668,Enterprise,61,monthly,True,,12,0,0,33.0,2.0,4.0,54.0,0.0,,0.0,,0.0,2024-12-04,features,2.0,669,-38.88888888888889,,25,15,100.0,85,50.0,56.8,Yellow
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,1078,12936,Pro,22,monthly,True,,4,0,0,49.0,7.0,4.0,23.0,0.0,,0.0,,0.0,,,0.0,148,113.04347826086956,,100,15,100.0,65,60.0,76.2,Green
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,294,3528,Pro,6,annual,True,,7,0,0,25.0,1.0,3.0,40.0,0.0,,0.0,,0.0,2024-11-04,budget,1.0,419,-37.5,,25,15,100.0,85,40.0,55.8,Yellow
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,551,6612,Basic,29,monthly,True,,7,1,0,45.0,1.0,4.0,98.0,1.0,47.0,0.0,,1.0,2024-09-21,budget,3.0,225,-54.08163265306123,0.034482758620689655,0,15,85.0,75,50.0,43.5,Red
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,0,0,Pro,16,annual,True,,16,3,1,169.0,16.0,15.0,68.0,0.0,,0.0,,0.0,2024-07-11,budget,1.0,400,148.52941176470588,,100,40,100.0,70,60.0,81.0,Green
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,0,0,Basic,21,annual,True,,8,1,0,94.0,2.0,9.0,60.0,2.0,34.0,0.0,4.5,0.0,,,0.0,40,56.666666666666664,0.09523809523809523,100,15,100.0,65,60.0,76.2,Green
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,1372,16464,Pro,28,annual,True,2024-12-21,6,1,0,34.0,1.0,3.0,30.0,0.0,,0.0,,0.0,2024-06-14,competitor,2.0,455,13.333333333333334,,80,15,100.0,85,50.0,73.2,Yellow
